BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Credit Score,Geography,Age,LTV,Delinquency,# Accounts,$ Outstandings,$ Commitment,# New Accounts,$ New Accounts,$ New Commitments,$ Commitment Increases,$ Commitment Decreases,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,$ Adjustment Factor,$ Foreclosure,$ New Foreclosure,$ Other Real Estate Owned (OREO),$ New OREO,Weighted Average Life of Loans
Sample Bank,123456,2025-02,IntHE,010302020203,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,02:>= 80,03:90-119 DPD,846,58.31,,50,9.32,,,,1.68,0.81,0.32,1.68,-0.91,2.9,1.52,3.57,1.31,6.13
Sample Bank,123456,2025-02,IntHE,010302020204,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,02:>= 80,04:120-179 DPD,388,51.49,,33,1.01,,,,1.93,1.9,0.98,0.38,-0.15,4.0,1.72,0.29,0.8,17.6
Sample Bank,123456,2025-02,IntHE,010302020205,01:HELOAN,03:N/A,02:EMEA,02:> Three years old,02:>= 80,05:180+ DPD,853,37.07,,8,8.57,,,,1.48,0.16,0.3,2.93,-0.02,2.94,1.93,1.22,0.93,14.9
Sample Bank,123456,2025-02,IntHE,010303010101,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,859,22.53,,0,7.5,,,,0.15,1.46,0.72,0.57,0.42,3.97,1.07,3.51,0.19,24.95
Sample Bank,123456,2025-02,IntHE,010303010102,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,01:< 80,02:30-89 DPD,495,21.0,,39,9.25,,,,1.5,0.79,0.25,0.43,-0.77,3.19,1.41,2.22,1.18,9.85
Sample Bank,123456,2025-02,IntHE,010303010103,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,01:< 80,03:90-119 DPD,448,81.4,,5,8.05,,,,1.76,1.13,0.21,1.25,-0.02,2.85,0.85,3.81,0.94,29.36
Sample Bank,123456,2025-02,IntHE,010303010104,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,01:< 80,04:120-179 DPD,636,44.27,,24,3.3,,,,0.12,0.27,0.09,1.36,-0.18,0.02,1.95,2.7,1.56,25.8
Sample Bank,123456,2025-02,IntHE,010303010105,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,01:< 80,05:180+ DPD,19,12.06,,12,8.59,,,,1.53,1.91,0.2,1.92,0.71,4.15,0.23,2.06,1.46,4.04
Sample Bank,123456,2025-02,IntHE,010303010201,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,341,3.7,,43,2.42,,,,0.36,1.7,0.27,1.31,-0.85,4.28,1.77,3.98,0.67,3.56
Sample Bank,123456,2025-02,IntHE,010303010202,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,02:30-89 DPD,244,63.4,,37,4.37,,,,1.54,0.84,0.85,1.41,0.69,1.58,1.93,2.21,1.07,29.44
Sample Bank,123456,2025-02,IntHE,010303010203,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,03:90-119 DPD,687,39.15,,28,1.19,,,,1.91,1.58,0.98,1.26,-0.69,4.21,0.59,3.96,1.52,23.46
Sample Bank,123456,2025-02,IntHE,010303010204,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,04:120-179 DPD,863,22.1,,17,4.84,,,,1.11,1.15,0.77,2.91,0.87,3.81,1.03,3.17,0.33,19.07
Sample Bank,123456,2025-02,IntHE,010303010205,01:HELOAN,03:N/A,03:LATAM,01:<= Three years old,02:>= 80,05:180+ DPD,858,29.95,,36,0.57,,,,1.46,1.26,0.4,2.92,0.51,4.33,0.41,4.72,1.15,16.94
Sample Bank,123456,2025-02,IntHE,010303020101,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,01:< 80,01:Current & 1-29 DPD,456,85.66,,33,9.4,,,,0.56,1.04,0.73,0.46,0.57,4.23,1.63,0.3,0.24,20.34
Sample Bank,123456,2025-02,IntHE,010303020102,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,01:< 80,02:30-89 DPD,276,40.11,,22,1.27,,,,0.11,1.85,0.66,2.51,0.85,1.64,1.39,2.47,1.74,3.49
Sample Bank,123456,2025-02,IntHE,010303020103,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,01:< 80,03:90-119 DPD,620,59.44,,36,8.57,,,,1.18,1.64,0.8,0.58,0.0,1.11,1.67,1.85,0.06,5.77
Sample Bank,123456,2025-02,IntHE,010303020104,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,01:< 80,04:120-179 DPD,527,94.27,,8,3.81,,,,1.45,0.99,0.68,1.17,0.57,4.62,0.13,1.55,1.08,12.8
Sample Bank,123456,2025-02,IntHE,010303020105,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,01:< 80,05:180+ DPD,108,76.0,,16,0.15,,,,1.0,1.32,0.41,2.37,-0.14,4.24,1.77,4.13,1.82,8.25
Sample Bank,123456,2025-02,IntHE,010303020201,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,985,21.08,,14,2.43,,,,1.47,1.96,0.28,0.85,-0.15,1.92,0.33,3.41,0.07,21.04
Sample Bank,123456,2025-02,IntHE,010303020202,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,02:>= 80,02:30-89 DPD,321,46.5,,31,0.99,,,,1.93,1.29,0.31,1.2,-0.7,4.85,0.82,1.15,1.25,1.55
Sample Bank,123456,2025-02,IntHE,010303020203,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,02:>= 80,03:90-119 DPD,785,97.71,,11,3.28,,,,0.35,0.68,0.23,0.26,0.28,3.49,1.16,4.75,0.83,9.49
Sample Bank,123456,2025-02,IntHE,010303020204,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,02:>= 80,04:120-179 DPD,355,74.99,,12,9.28,,,,1.49,0.31,0.37,0.82,-0.92,1.61,1.74,1.6,1.99,25.29
Sample Bank,123456,2025-02,IntHE,010303020205,01:HELOAN,03:N/A,03:LATAM,02:> Three years old,02:>= 80,05:180+ DPD,172,47.11,,29,8.33,,,,0.16,1.77,0.73,0.21,-0.38,3.55,1.28,1.82,0.93,10.26
Sample Bank,123456,2025-02,IntHE,010304010101,01:HELOAN,03:N/A,04:APAC,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,243,45.7,,6,3.8,,,,0.97,0.17,0.31,1.96,0.04,0.87,1.86,1.08,1.92,19.05
Sample Bank,123456,2025-02,IntHE,010304010102,01:HELOAN,03:N/A,04:APAC,01:<= Three years old,01:< 80,02:30-89 DPD,599,52.62,,31,3.24,,,,0.95,0.66,0.89,0.85,0.84,1.33,1.14,0.41,1.06,24.46
Sample Bank,123456,2025-02,IntHE,010304010103,01:HELOAN,03:N/A,04:APAC,01:<= Three years old,01:< 80,03:90-119 DPD,113,39.41,,2,4.59,,,,1.22,1.49,0.34,2.84,-0.74,0.15,0.93,3.07,1.08,3.26
Sample Bank,123456,2025-02,IntHE,010304010104,01:HELOAN,03:N/A,04:APAC,01:<= Three years old,01:< 80,04:120-179 DPD,847,36.12,,42,7.95,,,,1.21,0.52,0.32,2.97,-0.31,1.73,1.47,3.14,0.4,4.29
Sample Bank,123456,2025-02,IntHE,010304010105,01:HELOAN,03:N/A,04:APAC,01:<= Three years old,01:< 80,05:180+ DPD,330,16.05,,50,6.77,,,,0.59,0.3,0.46,1.66,0.53,4.52,1.88,0.69,0.25,4.09
Sample Bank,123456,2025-02,IntHE,010304010201,01:HELOAN,03:N/A,04:APAC,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,716,56.65,,26,3.93,,,,0.61,1.41,0.09,0.67,-0.64,4.2,1.12,2.08,0.49,25.68
Sample Bank,123456,2025-02,IntHE,010304010202,01:HELOAN,03:N/A,04:APAC,01:<= Three years old,02:>= 80,02:30-89 DPD,107,52.84,,36,7.7,,,,0.94,1.66,0.34,2.53,-0.69,4.61,1.87,3.46,1.53,19.35
Sample Bank,123456,2025-02,IntHE,010304010203,01:HELOAN,03:N/A,04:APAC,01:<= Three years old,02:>= 80,03:90-119 DPD,440,57.64,,28,0.2,,,,0.43,1.46,0.02,0.67,0.83,4.82,0.12,3.76,0.71,18.62
Sample Bank,123456,2025-02,IntHE,010304010204,01:HELOAN,03:N/A,04:APAC,01:<= Three years old,02:>= 80,04:120-179 DPD,594,66.6,,34,2.2,,,,0.27,1.52,0.92,2.49,0.62,2.25,1.01,0.78,1.27,4.8
Sample Bank,123456,2025-02,IntHE,010304010205,01:HELOAN,03:N/A,04:APAC,01:<= Three years old,02:>= 80,05:180+ DPD,384,82.81,,21,4.91,,,,0.13,1.45,0.64,0.05,0.65,2.88,0.75,4.26,0.71,10.52
Sample Bank,123456,2025-02,IntHE,010304020101,01:HELOAN,03:N/A,04:APAC,02:> Three years old,01:< 80,01:Current & 1-29 DPD,264,98.36,,48,3.68,,,,1.89,1.41,0.27,0.63,0.43,2.85,1.08,0.66,0.76,26.9
Sample Bank,123456,2025-02,IntHE,010304020102,01:HELOAN,03:N/A,04:APAC,02:> Three years old,01:< 80,02:30-89 DPD,165,57.86,,41,6.26,,,,0.44,1.05,0.2,1.78,0.46,0.17,1.47,2.07,0.18,19.85
Sample Bank,123456,2025-02,IntHE,010304020103,01:HELOAN,03:N/A,04:APAC,02:> Three years old,01:< 80,03:90-119 DPD,833,84.96,,10,8.45,,,,0.14,0.9,0.73,0.44,-0.84,3.82,0.24,3.26,0.14,16.37
Sample Bank,123456,2025-02,IntHE,010304020104,01:HELOAN,03:N/A,04:APAC,02:> Three years old,01:< 80,04:120-179 DPD,572,69.36,,1,2.52,,,,0.52,0.88,0.81,0.38,0.64,0.01,0.35,1.64,0.74,7.82
Sample Bank,123456,2025-02,IntHE,010304020105,01:HELOAN,03:N/A,04:APAC,02:> Three years old,01:< 80,05:180+ DPD,876,68.71,,6,4.45,,,,0.69,0.79,0.28,0.67,0.31,3.96,1.06,0.69,0.09,6.94
Sample Bank,123456,2025-02,IntHE,010304020201,01:HELOAN,03:N/A,04:APAC,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,324,97.46,,41,1.32,,,,0.87,0.1,0.29,2.43,0.31,1.04,0.81,1.05,0.86,26.7
Sample Bank,123456,2025-02,IntHE,010304020202,01:HELOAN,03:N/A,04:APAC,02:> Three years old,02:>= 80,02:30-89 DPD,358,32.54,,41,2.92,,,,0.61,0.18,0.09,2.81,-0.18,2.11,1.01,4.99,1.28,11.88
Sample Bank,123456,2025-02,IntHE,010304020203,01:HELOAN,03:N/A,04:APAC,02:> Three years old,02:>= 80,03:90-119 DPD,392,72.16,,4,9.59,,,,1.2,1.43,0.45,2.97,-0.4,3.25,1.53,1.52,0.93,11.19
Sample Bank,123456,2025-02,IntHE,010304020204,01:HELOAN,03:N/A,04:APAC,02:> Three years old,02:>= 80,04:120-179 DPD,492,13.85,,25,4.57,,,,1.07,0.47,0.44,0.14,0.64,0.88,0.1,2.38,0.38,15.78
Sample Bank,123456,2025-02,IntHE,010304020205,01:HELOAN,03:N/A,04:APAC,02:> Three years old,02:>= 80,05:180+ DPD,954,26.5,,26,9.69,,,,1.14,1.7,0.19,1.31,-0.59,4.08,1.28,4.92,1.22,26.53
Sample Bank,123456,2025-02,IntHE,020101010101,02:HELOC,01:<= 660,01:Canada,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,692,60.23,3.5,44,4.28,0.84,2.31,1.54,0.85,0.34,0.33,0.32,-0.68,0.12,1.28,1.85,0.65,27.47
Sample Bank,123456,2025-02,IntHE,020101010102,02:HELOC,01:<= 660,01:Canada,01:<= Three years old,01:< 80,02:30-89 DPD,559,41.36,20.12,10,8.29,0.83,0.7,2.3,1.58,0.94,0.14,2.54,-0.46,3.61,0.97,3.48,0.75,24.14
Sample Bank,123456,2025-02,IntHE,020101010103,02:HELOC,01:<= 660,01:Canada,01:<= Three years old,01:< 80,03:90-119 DPD,286,96.35,31.16,0,1.67,4.81,0.87,1.37,1.51,1.8,0.71,1.51,-1.0,1.77,0.85,3.92,1.96,15.67
Sample Bank,123456,2025-02,IntHE,020101010104,02:HELOC,01:<= 660,01:Canada,01:<= Three years old,01:< 80,04:120-179 DPD,624,65.69,17.71,42,10.0,2.15,1.63,2.68,0.69,0.44,0.21,0.99,-0.27,1.86,0.86,3.29,0.01,28.33
Sample Bank,123456,2025-02,IntHE,020101010105,02:HELOC,01:<= 660,01:Canada,01:<= Three years old,01:< 80,05:180+ DPD,367,93.32,23.43,38,7.16,4.15,2.63,2.39,1.69,0.13,0.66,0.53,0.6,0.17,0.46,4.28,0.47,9.44
Sample Bank,123456,2025-02,IntHE,020101010201,02:HELOC,01:<= 660,01:Canada,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,906,40.84,21.25,23,4.75,1.93,0.98,0.41,0.95,0.26,0.63,2.76,0.13,2.4,0.19,0.75,0.86,20.25
Sample Bank,123456,2025-02,IntHE,020101010202,02:HELOC,01:<= 660,01:Canada,01:<= Three years old,02:>= 80,02:30-89 DPD,82,68.19,25.7,13,7.39,1.55,2.8,1.42,0.87,0.31,0.71,0.8,-0.79,2.34,0.14,0.86,1.62,27.26
Sample Bank,123456,2025-02,IntHE,020101010203,02:HELOC,01:<= 660,01:Canada,01:<= Three years old,02:>= 80,03:90-119 DPD,473,15.89,3.36,25,6.07,4.88,2.08,1.66,1.11,0.37,0.06,1.21,0.6,3.76,0.18,0.92,1.66,23.82
Sample Bank,123456,2025-02,IntHE,020101010204,02:HELOC,01:<= 660,01:Canada,01:<= Three years old,02:>= 80,04:120-179 DPD,969,90.28,21.06,22,4.75,0.61,2.85,1.32,0.97,1.36,0.52,2.52,0.36,3.44,0.18,2.29,1.41,1.12
Sample Bank,123456,2025-02,IntHE,020101010205,02:HELOC,01:<= 660,01:Canada,01:<= Three years old,02:>= 80,05:180+ DPD,262,51.12,7.31,37,2.61,0.22,2.43,1.71,1.26,0.04,0.3,1.21,-0.5,4.33,1.1,3.36,1.77,5.79
Sample Bank,123456,2025-02,IntHE,020101020101,02:HELOC,01:<= 660,01:Canada,02:> Three years old,01:< 80,01:Current & 1-29 DPD,543,43.33,9.51,16,7.48,2.74,1.87,1.42,0.21,1.01,0.09,3.0,-0.16,3.3,0.79,3.19,1.32,4.9
Sample Bank,123456,2025-02,IntHE,020101020102,02:HELOC,01:<= 660,01:Canada,02:> Three years old,01:< 80,02:30-89 DPD,384,50.85,25.25,45,2.92,0.08,0.77,0.4,0.56,0.73,0.13,1.92,0.65,4.06,0.18,0.3,0.41,28.71
Sample Bank,123456,2025-02,IntHE,020101020103,02:HELOC,01:<= 660,01:Canada,02:> Three years old,01:< 80,03:90-119 DPD,10,9.44,33.35,16,3.87,3.62,0.87,2.18,1.82,0.95,0.24,2.61,0.34,4.04,0.58,3.49,0.32,17.29
Sample Bank,123456,2025-02,IntHE,020101020104,02:HELOC,01:<= 660,01:Canada,02:> Three years old,01:< 80,04:120-179 DPD,917,82.9,38.63,37,7.34,1.89,0.35,1.21,1.69,1.21,0.87,1.02,-0.03,3.15,1.17,4.5,0.46,29.85
Sample Bank,123456,2025-02,IntHE,020101020105,02:HELOC,01:<= 660,01:Canada,02:> Three years old,01:< 80,05:180+ DPD,835,44.47,37.79,13,1.55,1.87,2.97,2.03,1.1,0.64,0.8,2.1,-0.07,4.51,1.16,2.29,1.6,9.34
Sample Bank,123456,2025-02,IntHE,020101020201,02:HELOC,01:<= 660,01:Canada,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,656,14.11,5.69,24,6.51,4.7,2.17,2.89,0.8,0.72,0.33,1.19,-0.92,3.91,1.61,2.58,0.82,22.19
Sample Bank,123456,2025-02,IntHE,020101020202,02:HELOC,01:<= 660,01:Canada,02:> Three years old,02:>= 80,02:30-89 DPD,173,81.66,30.82,7,5.95,3.25,1.65,1.23,1.15,1.03,0.77,2.33,-0.41,2.14,1.31,2.6,0.4,1.29
Sample Bank,123456,2025-02,IntHE,020101020203,02:HELOC,01:<= 660,01:Canada,02:> Three years old,02:>= 80,03:90-119 DPD,676,45.02,29.96,49,3.94,0.08,2.88,1.03,0.69,0.13,0.22,2.33,-0.82,0.67,0.74,1.38,1.69,2.71
Sample Bank,123456,2025-02,IntHE,020101020204,02:HELOC,01:<= 660,01:Canada,02:> Three years old,02:>= 80,04:120-179 DPD,143,24.84,38.96,2,2.82,3.11,0.41,0.07,2.0,0.57,0.63,1.81,0.61,1.63,1.43,2.03,0.91,12.74
Sample Bank,123456,2025-02,IntHE,020101020205,02:HELOC,01:<= 660,01:Canada,02:> Three years old,02:>= 80,05:180+ DPD,197,5.85,25.15,20,5.05,3.32,2.48,0.58,1.86,0.85,0.14,2.03,0.9,2.18,1.88,2.41,0.46,17.56
Sample Bank,123456,2025-02,IntHE,020102010101,02:HELOC,01:<= 660,02:EMEA,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,143,75.02,15.88,16,4.35,1.36,1.62,0.27,1.39,1.28,0.49,1.54,-0.47,2.87,1.0,0.17,0.01,18.28
Sample Bank,123456,2025-02,IntHE,020102010102,02:HELOC,01:<= 660,02:EMEA,01:<= Three years old,01:< 80,02:30-89 DPD,848,26.51,42.9,42,6.93,1.09,1.28,1.43,0.21,0.89,0.11,2.2,-0.77,2.24,0.58,1.42,0.5,5.73
Sample Bank,123456,2025-02,IntHE,020102010103,02:HELOC,01:<= 660,02:EMEA,01:<= Three years old,01:< 80,03:90-119 DPD,208,73.18,29.41,27,2.57,1.44,2.02,1.67,0.13,1.59,0.53,2.45,-0.43,3.17,1.55,4.09,0.4,2.44
Sample Bank,123456,2025-02,IntHE,020102010104,02:HELOC,01:<= 660,02:EMEA,01:<= Three years old,01:< 80,04:120-179 DPD,387,19.23,10.96,17,1.72,4.48,1.74,2.52,0.96,0.68,0.26,2.38,-0.47,1.33,1.14,0.93,1.46,6.74
Sample Bank,123456,2025-02,IntHE,020102010105,02:HELOC,01:<= 660,02:EMEA,01:<= Three years old,01:< 80,05:180+ DPD,131,82.71,35.69,30,4.96,0.51,1.98,0.51,0.46,1.89,0.89,2.53,0.49,4.56,0.32,1.67,1.01,4.61
Sample Bank,123456,2025-02,IntHE,020102010201,02:HELOC,01:<= 660,02:EMEA,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,22,43.56,32.85,8,3.55,2.69,1.47,0.16,0.39,0.4,0.73,1.22,-0.26,4.33,1.85,3.36,1.13,26.02
Sample Bank,123456,2025-02,IntHE,020102010202,02:HELOC,01:<= 660,02:EMEA,01:<= Three years old,02:>= 80,02:30-89 DPD,847,54.08,47.67,33,0.07,2.92,1.69,2.1,1.85,0.3,0.78,2.35,0.7,2.96,1.78,4.96,1.09,19.72
Sample Bank,123456,2025-02,IntHE,020102010203,02:HELOC,01:<= 660,02:EMEA,01:<= Three years old,02:>= 80,03:90-119 DPD,281,75.71,14.53,50,6.53,3.94,2.27,1.17,1.59,1.91,0.8,0.73,-0.46,0.62,0.07,2.14,1.83,20.23
Sample Bank,123456,2025-02,IntHE,020102010204,02:HELOC,01:<= 660,02:EMEA,01:<= Three years old,02:>= 80,04:120-179 DPD,748,47.41,18.68,20,5.02,2.18,1.52,1.65,0.76,0.93,0.85,0.09,-0.75,3.49,0.11,0.18,0.37,16.04
Sample Bank,123456,2025-02,IntHE,020102010205,02:HELOC,01:<= 660,02:EMEA,01:<= Three years old,02:>= 80,05:180+ DPD,429,39.32,19.85,47,2.96,4.75,2.63,2.09,0.13,1.01,0.66,0.21,-0.98,1.37,0.37,2.24,1.58,3.61
Sample Bank,123456,2025-02,IntHE,020102020101,02:HELOC,01:<= 660,02:EMEA,02:> Three years old,01:< 80,01:Current & 1-29 DPD,991,27.16,19.53,48,9.07,0.04,2.93,1.47,1.27,0.33,0.83,2.35,0.96,3.94,1.46,2.08,1.82,10.66
Sample Bank,123456,2025-02,IntHE,020102020102,02:HELOC,01:<= 660,02:EMEA,02:> Three years old,01:< 80,02:30-89 DPD,173,89.22,33.09,49,2.76,1.94,1.56,1.1,0.41,0.37,0.94,1.5,0.0,0.23,0.68,4.37,1.66,1.77
Sample Bank,123456,2025-02,IntHE,020102020103,02:HELOC,01:<= 660,02:EMEA,02:> Three years old,01:< 80,03:90-119 DPD,642,73.24,17.94,19,9.53,4.73,0.85,0.84,0.61,1.31,0.82,0.9,-0.37,0.72,0.8,0.24,1.2,23.09
Sample Bank,123456,2025-02,IntHE,020102020104,02:HELOC,01:<= 660,02:EMEA,02:> Three years old,01:< 80,04:120-179 DPD,660,83.45,47.42,36,10.0,0.59,0.07,1.66,1.65,0.19,0.67,0.14,-0.65,2.05,0.51,3.34,1.1,18.64
Sample Bank,123456,2025-02,IntHE,020102020105,02:HELOC,01:<= 660,02:EMEA,02:> Three years old,01:< 80,05:180+ DPD,915,26.72,38.6,48,0.17,1.29,2.41,1.1,0.48,0.07,0.74,2.63,0.48,4.32,1.41,0.57,0.55,17.3
Sample Bank,123456,2025-02,IntHE,020102020201,02:HELOC,01:<= 660,02:EMEA,02:> Three years old,02:>= 80,01:Current & 1-29 DPD,433,40.29,14.54,50,9.83,2.41,1.03,2.05,0.37,1.58,0.31,2.23,-0.59,4.98,1.24,1.3,1.18,16.97
Sample Bank,123456,2025-02,IntHE,020102020202,02:HELOC,01:<= 660,02:EMEA,02:> Three years old,02:>= 80,02:30-89 DPD,775,65.44,5.92,24,0.26,2.26,0.82,0.14,0.52,1.61,0.64,0.98,0.09,3.24,1.35,4.92,0.52,27.98
Sample Bank,123456,2025-02,IntHE,020102020203,02:HELOC,01:<= 660,02:EMEA,02:> Three years old,02:>= 80,03:90-119 DPD,989,28.8,16.31,50,6.75,3.58,2.01,2.8,0.54,1.37,0.43,0.29,-0.46,1.44,1.92,2.64,1.32,5.94
Sample Bank,123456,2025-02,IntHE,020102020204,02:HELOC,01:<= 660,02:EMEA,02:> Three years old,02:>= 80,04:120-179 DPD,180,16.9,42.36,41,6.51,3.25,0.75,0.39,1.62,0.61,0.04,0.9,-0.76,2.89,1.57,0.25,0.92,22.15
Sample Bank,123456,2025-02,IntHE,020102020205,02:HELOC,01:<= 660,02:EMEA,02:> Three years old,02:>= 80,05:180+ DPD,286,22.51,28.33,23,1.49,1.85,2.69,1.99,1.25,1.48,0.54,0.07,-0.52,0.7,0.75,3.55,1.96,10.59
Sample Bank,123456,2025-02,IntHE,020103010101,02:HELOC,01:<= 660,03:LATAM,01:<= Three years old,01:< 80,01:Current & 1-29 DPD,985,47.04,49.01,7,1.34,3.2,2.85,2.0,0.45,1.28,0.03,2.88,0.96,3.04,0.34,3.71,0.83,18.22
Sample Bank,123456,2025-02,IntHE,020103010102,02:HELOC,01:<= 660,03:LATAM,01:<= Three years old,01:< 80,02:30-89 DPD,189,79.2,41.9,32,7.64,2.12,0.08,1.86,0.32,1.73,0.95,0.45,0.62,2.79,0.32,3.68,1.74,19.86
Sample Bank,123456,2025-02,IntHE,020103010103,02:HELOC,01:<= 660,03:LATAM,01:<= Three years old,01:< 80,03:90-119 DPD,37,60.39,23.89,34,4.31,2.29,2.12,0.79,1.13,1.09,0.6,1.05,-0.87,0.64,0.27,3.32,1.31,10.19
Sample Bank,123456,2025-02,IntHE,020103010104,02:HELOC,01:<= 660,03:LATAM,01:<= Three years old,01:< 80,04:120-179 DPD,350,47.53,14.14,3,0.08,4.08,2.5,2.82,1.37,0.72,0.06,2.7,0.38,2.01,0.39,1.65,0.45,22.84
Sample Bank,123456,2025-02,IntHE,020103010105,02:HELOC,01:<= 660,03:LATAM,01:<= Three years old,01:< 80,05:180+ DPD,364,38.1,45.4,37,9.14,4.06,0.57,0.25,0.01,1.92,0.78,2.68,0.9,2.89,0.43,1.91,1.82,4.3
Sample Bank,123456,2025-02,IntHE,020103010201,02:HELOC,01:<= 660,03:LATAM,01:<= Three years old,02:>= 80,01:Current & 1-29 DPD,581,23.1,4.25,17,8.98,0.3,2.45,2.19,1.37,0.27,0.63,0.08,-0.44,0.36,1.77,1.17,1.26,2.61
Sample Bank,123456,2025-02,IntHE,020103010202,02:HELOC,01:<= 660,03:LATAM,01:<= Three years old,02:>= 80,02:30-89 DPD,12,76.57,9.12,36,5.53,0.49,1.82,0.7,1.68,0.84,0.28,1.51,-0.13,4.53,0.85,2.52,0.95,21.76
Sample Bank,123456,2025-02,IntHE,020103010203,02:HELOC,01:<= 660,03:LATAM,01:<= Three years old,02:>= 80,03:90-119 DPD,392,96.14,29.81,29,9.96,3.56,2.14,0.66,0.68,0.04,0.5,0.7,0.81,1.8,1.73,2.41,0.29,5.44
Sample Bank,123456,2025-02,IntHE,020103010204,02:HELOC,01:<= 660,03:LATAM,01:<= Three years old,02:>= 80,04:120-179 DPD,843,73.41,33.35,22,5.94,3.26,0.97,1.1,0.69,0.05,0.8,1.43,-0.84,0.49,1.2,3.22,0.55,29.46
Sample Bank,123456,2025-02,IntHE,020103010205,02:HELOC,01:<= 660,03:LATAM,01:<= Three years old,02:>= 80,05:180+ DPD,883,50.99,6.19,49,2.02,1.96,1.77,1.12,1.78,0.86,0.4,2.43,-0.07,1.19,1.22,1.26,0.22,24.39
Sample Bank,123456,2025-02,IntHE,020103020101,02:HELOC,01:<= 660,03:LATAM,02:> Three years old,01:< 80,01:Current & 1-29 DPD,527,59.08,22.0,39,7.96,1.14,1.15,0.15,0.86,1.12,0.08,1.89,0.89,4.76,0.32,0.13,0.69,23.74
Sample Bank,123456,2025-02,IntHE,020103020102,02:HELOC,01:<= 660,03:LATAM,02:> Three years old,01:< 80,02:30-89 DPD,704,47.77,23.38,30,5.69,2.68,2.28,1.13,0.72,0.47,0.93,1.26,0.6,2.4,1.4,0.38,1.09,2.48
Sample Bank,123456,2025-02,IntHE,020103020103,02:HELOC,01:<= 660,03:LATAM,02:> Three years old,01:< 80,03:90-119 DPD,953,54.66,23.6,7,2.64,1.63,2.45,2.54,0.59,0.33,0.03,2.47,-0.54,1.0,0.41,0.63,0.65,5.12
